11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,22,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11
11,11,11,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11
11,11,11,11,11,11,11,11,12,0,0,0,0,0,0,61,61,1,1,1,0,0,0,0,0,10,11,11,11,11
11,11,11,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11
11,11,11,11,11,11,4,4,4,32,33,0,0,0,0,0,0,0,0,0,0,0,31,32,32,4,4,4,4,4
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,11,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,4,4,5,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,20,5,11,11,11,11,11,11,11,11,11,11,11,11,3,4,22,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,5,11,3,4,4,4,5,11,11,11,11,11,22,0,0,0,0,0,0,0,40,1
0,0,0,0,0,0,0,0,20,4,22,0,0,0,20,5,11,11,11,22,0,0,0,0,0,0,0,0,10,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,22,0,0,0,0,0,0,1,1,0,10,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,10,11
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,11
0,0,0,0,0,0,0,0,1,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11
0,0,0,0,0,0,1,1,11,11,11,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,11
0,0,0,0,0,1,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,25,11
0,0,0,0,0,0,20,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,1,0,0,0,0,0,0,20,4,4,4,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,3,4,4,4,1,1,0,0,0,0,0,0,0,0,20,4,4,4,4,5,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,26,32,32,32,33,0,0,0,0,0,0,0,0,0,0,31,32,32,32,16,11,11,11,11,11
