11,11,11,11,11,11,11,11,11,11,11,22,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,22,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11
11,11,11,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11
11,11,11,11,11,11,11,11,12,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,10,11,11,11,11
11,11,11,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11
11,11,11,11,11,11,11,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,11,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,11,11,11,4,4,4,11,11,11,11,11,11,22,0,0,0,0,0,0,0,40,1
0,0,0,0,0,0,0,0,20,4,22,0,0,0,20,11,11,11,11,22,0,0,0,0,0,0,0,0,10,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,22,0,0,0,0,0,0,1,1,0,10,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,10,11
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,11
0,0,0,0,0,0,0,0,1,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11
0,0,0,0,0,0,1,1,11,11,11,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,11
0,0,0,0,0,1,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,11,11
0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,1,0,0,0,0,0,0,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,1,1,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11
11,11,11,11,11,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,1,1,1,0,0,0,0,0,0,1,1,1,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,0,0,0,0
11,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,11,22,0,0,0,0,0
11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,22,0,0,0,0,0,0
11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,1,1,1,1,11,11,11,1,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,1,11,11,11,11,11,11,11,11,1,1,0,0,0,0,0,0,1,11,11,11
0,0,0,0,0,0,0,0,1,11,11,11,11,11,11,11,11,11,11,11,1,0,0,0,0,1,11,11,11,11
0,0,0,0,0,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,0,0,10,11,12,0,0,0,0,0,0,0,0,0
